Source.Name,basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
proceedings1919_05_06.csv,529146,ca.proc.d.1919-05-06.9.43,1919-05-06,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,CANADIAN NATIONAL RAILWAY COMPANY.,,,"Well, I say to
my hon. friend that looking to the farther future-I shall not refer to Canada because I do not want to be specific with regard to it-it may not be in our time, but in Great Britain and in the Overseas Dominions and in Europe, it will be found that instead of the waste of duplication and of competition which is connected with private ownership of separate railway systems, there will inevitably come public control of railway systems. I believe that is the opinion of the ablest men connected with private railway enterprises in the world to-day. In order to bring about efficient administration you must have a board, or a commission, in whom prima facie the public have the utmost confidence-more confidence even than they would have in the Government.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_06.csv,529105,ca.proc.d.1919-05-06.9.2,1919-05-06,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE (Acting Prime Minister):,Minister of Finance and Receiver General,CANADIAN NATIONAL RAILWAY COMPANY.,,,"Mr. Speaker, the Government
cannot accept the amendment proposed by the hon. member. He has made an argument which I miay described as .specious, and, unintentionally no doubt, somewhat unfair. He has asked: Shall Parliament hand over to a few gentlemen in Toronto- and he emphasized Toronto, I thought.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_06.csv,529116,ca.proc.d.1919-05-06.9.13,1919-05-06,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,CANADIAN NATIONAL RAILWAY COMPANY.,,,"I will not go into detail. The hon. member knows as well as any one else.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_06.csv,529182,ca.proc.d.1919-05-06.10.17,1919-05-06,0e4f9dca-5c4f-43d7-af07-16546fe9215d,ca.m.2882,Mr. J. D. REID:,Minister of Railways and Canals,'2122 COMMONS,,,"I think he came orig-nally from the Canadian Pacific railway, but he was for a number of years on the Intercolonial. There is also the case of Mr. Appleton, who was head of the engineering or mechanical department at Moncton, and who now superintends that work on the whole of the Eastern lines, I think, between Port Arthur and Sydney. Another case of promotion is that of Mr. Brady, formerly general manager of the Intercolonial, and afterwards of the Transcontinental, and who is now general manager of all Government lines from Port Arthur eastward.

",Unionist,,John Dowsley Reid,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0e4f9dca-5c4f-43d7-af07-16546fe9215d&Language=E&Section=ALL
proceedings1919_05_06.csv,529118,ca.proc.d.1919-05-06.9.15,1919-05-06,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,CANADIAN NATIONAL RAILWAY COMPANY.,,,"But he was not the most frequent speaker. I think the hon. member for Three Rivers (Mt. Bureau) was the most frequent speaker.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_06.csv,529093,ca.proc.d.1919-05-06.7.4,1919-05-06,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIB:,Leader of the Official Opposition,MEAT AND CANNED FOODS ACT AMENDMENT-LOBSTERS.,,,"A moment ago, the
minister moved that Bill No. 31, to amend the Meat and Canned Foods Act, be referred to the Select Standing Committee on Marine and Fisheries. Does he intend to refer this Bill also?

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_06.csv,529095,ca.proc.d.1919-05-06.7.6,1919-05-06,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,MEAT AND CANNED FOODS ACT AMENDMENT-LOBSTERS.,,,"It has been reported to me from British Columbia that this high license fee will have the effect of driving the ordinary canner out of business altogether, and that the purpose of raising it from $50 to $500 is to create a monopoly in the fishery canning business in that province. It has been represented to me that the ordinary man doing a small business in canning salmon and possibly other fish in British Columbia cannot afford to pay this high fee, and consequently will be driven out of the trade.
Another matter which I wish to bring to the notice of the minister, so that it can be dealt w-ith before the committee is this: It is stated that those who practically control the fisheries of British Columbia do not pay the ordinary white man in that province a white man's wage, and that in consequence practically every white man in British Columbia has left that business, and to-day the fisheries there are entirely in the.hands of Japanese and Chinamen- in the hands of the Japanese, at all events; I cannot say how far that applies to Chinamen. This situation has been brought about by the fisheries of British Columbia being practically in the hands of a monopoly. If these are the conditions, I am sure the minister would like to see them remedied, and if the purpose of raising the license fee is to give further powers to those who have too much power already, it will be advisable for the committee to consider the matter very carefully, in order that everybody in British Columbia may have the privilege of going into the fishery business if he so desires.

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_06.csv,529186,ca.proc.d.1919-05-06.10.21,1919-05-06,99359485-a884-4818-b289-348ffbe33fb1,ca.m.7831,Mr. H. B. MORPHY:,,'2122 COMMONS,,,"Why is there not any such power in the Bill?

",Unionist,,Hugh Boulton Morphy,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=99359485-a884-4818-b289-348ffbe33fb1&Language=E&Section=ALL
proceedings1919_05_06.csv,529164,ca.proc.d.1919-05-06.9.61,1919-05-06,d5ebc186-4009-4db8-86b0-4782e041793e,ca.m.9762,Mr. CAHILL:,,CANADIAN NATIONAL RAILWAY COMPANY.,,,"(Continuing) Mr. Speaker, at six o'clock, we were discussing the Canadian National Railway system and public ownership generally, but the latter subject is not one that should be discussed on the third reading of this Bill as we own the Canadian National Railways and public ownership of railways is a matter of fact. The only question at ""present before the House is the best means of obtaining for the people of Canada efficient management of the Canadian National railways. The Opposition was somewhat criticised for seeking for information from the Government in regard to this Bill, although, a number of clauses looked as if they could be amended with advantage to the people of this country and in the interest-of public ownership. When the Bill was in Committee and before closure was brought in, the acting Prime Minister asked that clause 3, pertaining to the capital stock of the company, should stand, the question being whether capital stock should be held by the Minister of Finance without power to dispose of it. When I asked the Minister

",Laurier Liberal,,Frank S. Cahill,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d5ebc186-4009-4db8-86b0-4782e041793e&Language=E&Section=ALL
proceedings1919_05_06.csv,529172,ca.proc.d.1919-05-06.10.7,1919-05-06,80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4,ca.m.9843,Mr. CARVELL:,Minister of Public Works,'2122 COMMONS,,,"I was paired with the hon. member for Maisonneuve (Mr. Le-mieux). Had I voted, I would have voted against the amendment.

",Unionist (Liberal),,Frank Broadstreet Carvell,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4&Language=E&Section=ALL
proceedings1919_05_06.csv,529178,ca.proc.d.1919-05-06.10.13,1919-05-06,651714ed-1fa2-4874-a656-3e55434ef8cc,ca.m.535,Mr. OOPP:,,'2122 COMMONS,,,"I do know of several greater political machines and I fear I see now, and will in the very near future, a much greater political machine than the Intercolonial ever was.
Mr. J. D, REID (Minister of Railways): Mr. Speaker, I- do not wish to prolong the debate on this Bill but I feel that I should say a few words. I could not possibly accept the amendment. What the hon. member (Mr. Copp) asks us to do is to except the Intercolonial and Prince Edward Island railways from the provisions of the Bill in regard to the operation of the Canadian National railways
Before answering the hon. gentleman's references to the amendment he has moved, let me refer to a few things he has said about the Intercolonial Railway. He states that as agreed on at Confederation the Intercolonial was originally constructed between the Lower Provinces and the City of Quebec, and there is no doubt about that. I also wish to say that so far as I can remember the road was well managed under the former manager, Mr. Pottinger. Mr. Pottinger was a very fine man and had the confidence of all the people in the provinces through which this road runs. But let me say to the hon. gentleman that during the period of Mr. Pottinger's management-during the operation of the road under a commission, and under a general manager, if my memory serves me right-there was always criticism in this House and in the press that political control and political patronage prevailed, and that therefore the railway was not a success. That has been the cry from the very day the Intercolonial Railway was first constructed and operated.

",Laurier Liberal,,Arthur Bliss Copp,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=651714ed-1fa2-4874-a656-3e55434ef8cc&Language=E&Section=ALL
proceedings1919_05_06.csv,529128,ca.proc.d.1919-05-06.9.25,1919-05-06,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,CANADIAN NATIONAL RAILWAY COMPANY.,,,"I entirely agree, but it was not because hon. members were opposed to public ownership, but because the opposition to various sections of the Bill seemed to be carried beyond the proper limits of debate, that closure was applied. What has been the attitude of the first lieutenant of the leader of the Opposition (Mr. Lemieux) on the question of public ownership? During the present session (the hon. member for Maisonneuve said (unrevised Hansard p. 1815):
Sneaking again on this question of public ownership, it iis a popular fancy at the present; but really those who favour that new fancy should take the time to read some of the best authorities on the question.
He said further, during the present session (Hansard p. 1901):
It is all very well for my hon. friend from South York to say, as he did a moment ago, and as my hon. friend from Bast Algoma said in the fair statement he made this evening, that Ontario and the West want Government ownership. But give to Ontario and the West a few figures as I have done this evening, and you will find that the business sense of the people of those provinces will pause and they will ponder before launching Canada upon such a venture.
The hon. member for Miaisonneuve quoted from the report of a speech by Lord Shaugh-nessy at the Canadian National Exhibition an<l referring to that he said that Lord Shaughnessy is a man "" who knows whereof he speaks,"" and added that "" the words of Lord Shaughnessy were full of wisdom."" Lord Shaughnessy is a very able man, but nobody could accuse him in his present posi-

tion of being partial to the principles of public ownership.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_06.csv,529137,ca.proc.d.1919-05-06.9.34,1919-05-06,8266761d-df92-481b-a611-14cdb3e925bd,ca.m.2342,Mr. McCREA:,,CANADIAN NATIONAL RAILWAY COMPANY.,,,"He is always intelligent.

",Laurier Liberal,,Francis N. McCrea,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8266761d-df92-481b-a611-14cdb3e925bd&Language=E&Section=ALL
proceedings1919_05_06.csv,529143,ca.proc.d.1919-05-06.9.40,1919-05-06,89103d9d-627c-4f56-8113-57b0d3865982,ca.m.3867,Mr. FIELDING:,,CANADIAN NATIONAL RAILWAY COMPANY.,,,"If my hon. friend believes as fully as he would wish us to think 
he does in the principle of State ownership why except the Canadian Pacific?

",Unionist (Liberal),,William Stevens Fielding,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=89103d9d-627c-4f56-8113-57b0d3865982&Language=E&Section=ALL
proceedings1919_05_06.csv,529188,ca.proc.d.1919-05-06.10.23,1919-05-06,651714ed-1fa2-4874-a656-3e55434ef8cc,ca.m.535,Mr. COPP:,,'2122 COMMONS,,,"If we can operate the Intercolonial in that way why does the minister want to adopt the course that he mentioned in answer to my hon. friend just now? He said that he did not intend to bond the Intercolonial because he may want to take it out of the system.

",Laurier Liberal,,Arthur Bliss Copp,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=651714ed-1fa2-4874-a656-3e55434ef8cc&Language=E&Section=ALL
proceedings1919_05_06.csv,529195,ca.proc.d.1919-05-06.10.30,1919-05-06,0e4f9dca-5c4f-43d7-af07-16546fe9215d,ca.m.2882,Mr. REID:,Minister of Railways and Canals,'2122 COMMONS,,,"Now, Mr. Speaker, I
have had the Intercolonial railway and the Prince Edward Island railway under the operation of the Department of Railways for a year or two, and while I believe the department did their very best to operate them as successfully as they could be operated under government control, yet I feel it is in the interest of the railways and of the public that these should be operated by an independent commission such as is being organized in connection with this Canadian National Railway system. I feel that it is also in the interest of the employees. I do not see how we can operate successfully if we continue the Intercolonial independent of the Canadian National Railway system. I am sorry the hon. member has moved the amendment, I do not think it is in the interest of any one concerned, and I hope the House will reject it..

",Unionist,,John Dowsley Reid,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0e4f9dca-5c4f-43d7-af07-16546fe9215d&Language=E&Section=ALL
proceedings1919_05_06.csv,529208,ca.proc.d.1919-05-06.10.43,1919-05-06,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,ca.m.491,Mr. E. LAPOINTE:,,'2122 COMMONS,,,"My hon. friend could easily devise a way of recording their votes.

",Laurier Liberal,,Ernest Lapointe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c&Language=E&Section=ALL
